-400  4.81693   1223.35  397.936
-300  4.74578   1223.03  409.72
-200  4.69015   1228.65  421.988
-100  4.67481   1252.17  434.842
0  4.69182   1287.47  448.186
100  4.7716   1358.49  462.226
150  4.81569   1394.52  469.438
200  4.7716   1358.49  462.226
300  4.96681   1522.87  492.265
500  5.2252   1734.94  525.279
600  5.4109   1882.19  543.006
900  8.47611   3888.43  601.959
