-400  4.81693   290.067  89.0963
-300  4.74578   288.547  91.068
-200  4.69015   288.326  93.1054
-100  4.67481   292.024  95.2245
0  4.69182   298.275  97.4078
100  4.7716   312.045  99.6876
150  4.81569   318.985  100.852
200  4.7716   312.045  99.6876
300  4.96681   343.751  104.508
500  5.2252   384.416  109.722
600  5.4109   412.8  112.487
900  8.47611   810.744  121.528
