-400   0.597696    6624.  406.
-300   0.594818    6656.  418.
-200   0.593654    6708.  431.
-100   0.593248    6818.  444.
   0   0.592944    6934.  458.
 100   0.596325    7228.  472.
 150   0.598120    7385.  480.
 200   0.596325    7228.  472.
 300   0.604083    7907.  504.
 500   0.614546    8799.  537.
 600   0.635438   10150.  555.
 900   0.740582   17404.  616.
