-400  5.25001   19.9796  4.57335
-300  5.13501   19.5059  4.59047
-200  5.03091   19.0739  4.60874
-100  5.07109   19.5427  4.69584
0  4.89767   18.6047  4.66605
100  4.94927   19.039  4.73139
150  4.96894   19.162  4.74835
200  4.94927   19.039  4.73139
300  5.02439   19.5746  4.79774
500  5.21342   20.7362  4.89126
600  5.35957   21.5168  4.9159
900  8.42585   37.4504  5.05762
