-400  4.81693   17.6748  4.46635
-300  4.74578   17.4443  4.49906
-200  4.69015   17.279  4.53237
-100  4.67481   17.3005  4.56649
0  4.69182   17.4528  4.60113
100  4.7716   17.9279  4.63675
150  4.81569   18.171  4.65473
200  4.7716   17.9279  4.63675
300  4.96681   19.034  4.71031
500  5.2252   20.4612  4.78738
600  5.4109   21.4784  4.82726
900  8.47611   37.0441  4.95327
